order_id,order_date,customer_id,region,category,product,quantity,unit_price,sales,cost,discount
2800,2024-07-05,CUST-037,West,Office,Paper,10,745.61,7456.1,4330.9,0.0
1652,2024-07-05,CUST-011,North,Technology,Router,10,131.32,1313.2,990.1,0.2
2070,2024-07-05,CUST-017,West,Technology,Phone,13,239.8,3117.4,1806.61,0.0
2894,2024-07-06,CUST-052,East,Technology,Router,10,427.9,4279.0,2719.9,0.2
1605,2024-07-07,CUST-032,North,Office,Pens,2,631.54,1263.08,835.22,0.0
1324,2024-07-07,CUST-025,East,Office,Pens,12,344.73,4136.76,2491.32,0.05
2512,2024-07-07,CUST-006,South,Furniture,Table,14,347.38,4863.32,3039.26,0.0
1740,2024-07-08,CUST-035,East,Furniture,Table,1,625.22,625.22,454.59,0.15
3950,2024-07-08,CUST-011,North,Furniture,Table,15,397.42,5961.3,3445.5,0.1
2405,2024-07-09,CUST-040,North,Furniture,Bookcase,5,296.04,1480.2,816.8,0.15
2219,2024-07-09,CUST-041,East,Office,Pens,6,348.39,2090.34,1679.82,0.05
2557,2024-07-09,CUST-034,East,Furniture,Table,1,109.43,109.43,91.17,0.05
1982,2024-07-09,CUST-012,North,Office,Stapler,12,462.97,5555.64,4834.56,0.0
1384,2024-07-09,CUST-011,North,Furniture,Table,8,200.85,1606.8,1111.52,0.0
1241,2024-07-09,CUST-024,East,Furniture,Bookcase,11,237.38,2611.18,2313.96,0.0
3271,2024-07-09,CUST-060,North,Furniture,Table,3,248.66,745.98,634.44,0.0
2261,2024-07-10,CUST-011,North,Technology,Monitor,1,664.65,664.65,505.92,0.0
3778,2024-07-10,CUST-049,South,Furniture,Table,14,771.45,10800.3,7913.36,0.1
2519,2024-07-11,CUST-029,North,Technology,Router,11,776.18,8537.98,4987.07,0.0
1956,2024-07-11,CUST-029,North,Office,Pens,13,545.18,7087.34,5617.56,0.0
2116,2024-07-11,CUST-006,South,Technology,Monitor,1,168.83,168.83,141.07,0.15
2828,2024-07-11,CUST-040,North,Office,Stapler,15,80.27,1204.05,759.15,0.05
3375,2024-07-11,CUST-033,East,Technology,Router,1,551.5,551.5,472.24,0.1
2804,2024-07-11,CUST-046,South,Furniture,Desk,5,129.53,647.65,427.75,0.0
1116,2024-07-11,CUST-056,East,Office,Paper,11,698.11,7679.21,5465.24,0.0
3676,2024-07-12,CUST-031,West,Furniture,Table,11,93.08,1023.88,865.04,0.2
3984,2024-07-12,CUST-060,North,Office,Binders,2,223.65,447.3,302.46,0.0
2235,2024-07-13,CUST-034,East,Office,Stapler,15,574.53,8617.95,5097.3,0.0
1910,2024-07-13,CUST-041,East,Office,Pens,8,86.19,689.52,531.92,0.15
1263,2024-07-13,CUST-027,South,Technology,Monitor,14,275.4,3855.6,2900.1,0.0
3125,2024-07-13,CUST-048,North,Furniture,Bookcase,8,254.19,2033.52,1466.56,0.1
2410,2024-07-13,CUST-048,North,Furniture,Chair,6,709.19,4255.14,3396.54,0.0
1532,2024-07-13,CUST-017,West,Furniture,Table,7,594.65,4162.55,3138.8,0.1
1771,2024-07-14,CUST-060,North,Office,Paper,2,543.96,1087.92,759.62,0.0
1544,2024-07-14,CUST-035,East,Technology,Phone,1,715.76,715.76,583.27,0.1
2604,2024-07-14,CUST-057,East,Furniture,Table,10,345.49,3454.9,3102.1,0.0
3200,2024-07-14,CUST-049,South,Furniture,Bookcase,14,183.21,2564.94,1983.66,0.2
2125,2024-07-15,CUST-032,North,Office,Pens,8,564.06,4512.48,2514.72,0.0
2325,2024-07-15,CUST-037,West,Technology,Monitor,4,66.01,264.04,162.12,0.2
1343,2024-07-15,CUST-044,North,Furniture,Desk,2,736.08,1472.16,1079.88,0.0
2198,2024-07-15,CUST-015,North,Office,Paper,13,239.28,3110.64,2714.01,0.0
3107,2024-07-16,CUST-027,South,Office,Pens,3,755.47,2266.41,1816.95,0.1
3376,2024-07-16,CUST-032,North,Office,Binders,1,355.18,355.18,271.58,0.05
2172,2024-07-16,CUST-041,East,Office,Pens,9,523.22,4708.98,3651.21,0.0
2794,2024-07-17,CUST-041,East,Office,Paper,6,96.03,576.18,426.6,0.2
1600,2024-07-17,CUST-054,East,Technology,Phone,13,478.94,6226.22,5033.6,0.0
1624,2024-07-17,CUST-014,South,Furniture,Desk,3,163.51,490.53,375.69,0.0
2540,2024-07-17,CUST-041,East,Office,Pens,3,206.98,620.94,536.67,0.0
2906,2024-07-17,CUST-020,East,Technology,Router,6,517.55,3105.3,2293.26,0.0
2312,2024-07-17,CUST-005,South,Furniture,Chair,15,117.09,1756.35,1539.0,0.0
3067,2024-07-18,CUST-026,South,Furniture,Desk,5,414.36,2071.8,1302.8,0.15
1675,2024-07-18,CUST-059,East,Office,Pens,6,771.36,4628.16,2993.4,0.1
2230,2024-07-18,CUST-001,North,Technology,Phone,1,452.66,452.66,271.52,0.05
3298,2024-07-18,CUST-025,East,Furniture,Table,4,52.68,210.72,138.24,0.0
2357,2024-07-18,CUST-023,West,Furniture,Table,2,431.72,863.44,560.42,0.15
3139,2024-07-18,CUST-041,East,Furniture,Bookcase,9,285.79,2572.11,2129.31,0.15
1394,2024-07-18,CUST-054,East,Furniture,Chair,14,300.05,4200.7,2324.42,0.0
1769,2024-07-19,CUST-049,South,Technology,Router,9,174.52,1570.68,1081.17,0.1
2200,2024-07-19,CUST-003,East,Furniture,Table,15,569.16,8537.4,6506.4,0.0
3726,2024-07-19,CUST-007,North,Furniture,Table,8,574.55,4596.4,4123.28,0.0
1446,2024-07-19,CUST-048,North,Office,Binders,8,307.25,2458.0,2188.0,0.2
2528,2024-07-19,CUST-019,West,Furniture,Desk,4,625.97,2503.88,1860.52,0.0
3335,2024-07-20,CUST-018,South,Office,Stapler,15,432.41,6486.15,4907.85,0.1
2611,2024-07-20,CUST-043,South,Office,Binders,2,576.29,1152.58,691.46,0.15
1632,2024-07-20,CUST-012,North,Office,Paper,14,238.88,3344.32,2806.72,0.1
3098,2024-07-20,CUST-044,North,Furniture,Desk,2,794.46,1588.92,1313.78,0.15
3868,2024-07-20,CUST-033,East,Technology,Router,6,711.34,4268.04,2955.66,0.05
1387,2024-07-20,CUST-052,East,Technology,Laptop,13,700.14,9101.82,5601.57,0.0
2562,2024-07-21,CUST-005,South,Office,Stapler,11,609.84,6708.24,4435.64,0.0
2963,2024-07-21,CUST-010,North,Office,Paper,12,726.69,8720.28,5971.32,0.0
2148,2024-07-21,CUST-042,East,Furniture,Bookcase,15,653.23,9798.45,7614.0,0.2
2303,2024-07-21,CUST-016,South,Office,Paper,7,585.49,4098.43,2700.88,0.15
2972,2024-07-22,CUST-012,North,Furniture,Desk,3,675.21,2025.63,1271.4,0.0
1213,2024-07-23,CUST-050,North,Furniture,Table,9,431.42,3882.78,3448.62,0.2
2101,2024-07-23,CUST-058,South,Office,Binders,6,539.11,3234.66,2721.06,0.1
1369,2024-07-23,CUST-021,North,Furniture,Bookcase,14,632.98,8861.72,6006.14,0.1
3587,2024-07-23,CUST-014,South,Technology,Laptop,12,124.31,1491.72,1257.12,0.0
1467,2024-07-23,CUST-027,South,Office,Stapler,1,88.42,88.42,60.48,0.05
3929,2024-07-24,CUST-028,East,Office,Pens,9,690.43,6213.87,5112.63,0.05
1539,2024-07-24,CUST-025,East,Office,Pens,7,62.17,435.19,369.46,0.0
3652,2024-07-24,CUST-014,South,Technology,Laptop,6,175.19,1051.14,825.0,0.2
2043,2024-07-24,CUST-018,South,Office,Stapler,15,461.57,6923.55,5326.8,0.1
1014,2024-07-24,CUST-034,East,Office,Stapler,4,744.55,2978.2,2425.28,0.15
3947,2024-07-25,CUST-032,North,Technology,Monitor,12,536.07,6432.84,3875.04,0.0
1505,2024-07-25,CUST-052,East,Technology,Monitor,1,350.23,350.23,313.77,0.05
1826,2024-07-25,CUST-003,East,Furniture,Bookcase,9,648.71,5838.39,3645.0,0.15
3166,2024-07-25,CUST-035,East,Technology,Phone,5,453.88,2269.4,1653.95,0.0
1811,2024-07-26,CUST-020,East,Furniture,Table,5,508.63,2543.15,1503.35,0.0
3004,2024-07-26,CUST-041,East,Furniture,Bookcase,10,407.81,4078.1,2508.7,0.05
2976,2024-07-26,CUST-054,East,Office,Binders,9,754.91,6794.19,5186.61,0.2
1684,2024-07-26,CUST-048,North,Technology,Monitor,12,208.8,2505.6,1610.88,0.0
1788,2024-07-26,CUST-022,South,Furniture,Desk,4,528.93,2115.72,1593.92,0.15
1663,2024-07-27,CUST-028,East,Office,Pens,10,234.94,2349.4,1851.8,0.2
3729,2024-07-27,CUST-041,East,Furniture,Chair,3,589.75,1769.25,1542.48,0.0
1595,2024-07-27,CUST-019,West,Office,Pens,3,674.72,2024.16,1602.54,0.0
1037,2024-07-27,CUST-008,North,Technology,Monitor,5,239.77,1198.85,747.75,0.0
2302,2024-07-28,CUST-010,North,Technology,Monitor,2,155.47,310.94,230.74,0.2
3997,2024-07-28,CUST-009,West,Technology,Monitor,6,332.99,1997.94,1792.2,0.0
3169,2024-07-29,CUST-050,North,Furniture,Desk,3,107.9,323.7,221.94,0.0
2264,2024-07-30,CUST-011,North,Technology,Monitor,9,346.36,3117.24,2525.31,0.05
3051,2024-07-30,CUST-030,North,Technology,Monitor,12,269.84,3238.08,2590.2,0.05
3385,2024-07-30,CUST-027,South,Furniture,Bookcase,8,537.23,4297.84,3654.08,0.0
3383,2024-07-30,CUST-014,South,Office,Paper,14,563.05,7882.7,5475.96,0.0
1402,2024-07-30,CUST-040,North,Office,Stapler,3,500.6,1501.8,1238.52,0.2
3737,2024-07-30,CUST-044,North,Office,Paper,8,361.94,2895.52,2376.48,0.2
2543,2024-07-31,CUST-019,West,Furniture,Desk,2,80.36,160.72,135.9,0.2
2856,2024-07-31,CUST-026,South,Technology,Laptop,11,399.5,4394.5,3931.95,0.0
1102,2024-07-31,CUST-020,East,Office,Paper,10,768.88,7688.8,4495.9,0.2
2914,2024-08-01,CUST-042,East,Technology,Router,13,233.88,3040.44,2543.32,0.0
2495,2024-08-01,CUST-055,South,Furniture,Chair,15,575.95,8639.25,6816.45,0.0
3411,2024-08-02,CUST-053,West,Technology,Monitor,12,55.26,663.12,406.32,0.2
2778,2024-08-02,CUST-022,South,Office,Pens,13,595.07,7735.91,5922.28,0.05
1541,2024-08-02,CUST-032,North,Furniture,Desk,6,514.91,3089.46,1704.3,0.0
1820,2024-08-02,CUST-009,West,Technology,Phone,6,431.1,2586.6,1897.62,0.15
2190,2024-08-03,CUST-045,North,Technology,Monitor,12,454.05,5448.6,3529.68,0.05
3746,2024-08-03,CUST-017,West,Office,Pens,5,224.27,1121.35,637.75,0.1
2807,2024-08-03,CUST-044,North,Technology,Laptop,14,476.47,6670.58,4032.28,0.1
3756,2024-08-03,CUST-010,North,Technology,Router,1,325.68,325.68,272.24,0.1
1056,2024-08-03,CUST-048,North,Technology,Phone,7,447.39,3131.73,1722.91,0.0
1504,2024-08-04,CUST-033,East,Office,Binders,2,760.42,1520.84,1075.48,0.0
1913,2024-08-04,CUST-003,East,Furniture,Chair,6,634.47,3806.82,2150.82,0.0
2885,2024-08-04,CUST-009,West,Technology,Phone,14,319.7,4475.8,3459.26,0.0
2823,2024-08-05,CUST-031,West,Technology,Phone,2,387.22,774.44,612.1,0.15
2507,2024-08-05,CUST-013,South,Furniture,Bookcase,2,267.48,534.96,480.8,0.05
1919,2024-08-06,CUST-026,South,Furniture,Chair,11,469.25,5161.75,3087.04,0.2
1416,2024-08-06,CUST-041,East,Furniture,Desk,7,531.28,3718.96,2961.42,0.0
3805,2024-08-06,CUST-043,South,Office,Stapler,4,553.99,2215.96,1272.08,0.0
3089,2024-08-06,CUST-022,South,Technology,Phone,15,723.41,10851.15,6739.2,0.0
1522,2024-08-07,CUST-006,South,Furniture,Chair,7,58.73,411.11,348.95,0.2
2924,2024-08-07,CUST-046,South,Office,Pens,14,301.76,4224.64,3466.12,0.15
2732,2024-08-07,CUST-019,West,Technology,Monitor,11,703.17,7734.87,6828.25,0.2
3606,2024-08-07,CUST-016,South,Office,Stapler,13,431.06,5603.78,4058.21,0.0
2739,2024-08-08,CUST-054,East,Furniture,Table,11,203.19,2235.09,1456.84,0.1
2848,2024-08-08,CUST-033,East,Office,Binders,12,643.18,7718.16,5255.88,0.05
3023,2024-08-08,CUST-046,South,Office,Stapler,7,569.29,3985.03,3506.65,0.05
2076,2024-08-08,CUST-019,West,Office,Stapler,7,121.56,850.92,723.03,0.1
1939,2024-08-09,CUST-040,North,Technology,Monitor,2,341.12,682.24,499.82,0.2
3857,2024-08-09,CUST-059,East,Technology,Router,9,617.16,5554.44,4414.5,0.2
3500,2024-08-09,CUST-051,West,Office,Stapler,10,315.07,3150.7,2181.6,0.0
3134,2024-08-09,CUST-031,West,Office,Pens,3,203.42,610.26,537.12,0.2
3012,2024-08-09,CUST-015,North,Office,Binders,4,702.61,2810.44,1978.88,0.2
2608,2024-08-10,CUST-020,East,Furniture,Bookcase,2,643.83,1287.66,715.24,0.0
2005,2024-08-10,CUST-016,South,Office,Paper,2,659.28,1318.56,1077.44,0.1
1329,2024-08-10,CUST-056,East,Technology,Monitor,13,614.12,7983.56,6414.85,0.1
1944,2024-08-11,CUST-032,North,Technology,Laptop,9,607.4,5466.6,4332.87,0.05
3035,2024-08-11,CUST-055,South,Technology,Monitor,4,516.46,2065.84,1496.44,0.1
2054,2024-08-11,CUST-054,East,Office,Stapler,13,603.73,7848.49,4964.83,0.05
1310,2024-08-11,CUST-030,North,Office,Pens,12,36.98,443.76,283.56,0.0
3834,2024-08-11,CUST-058,South,Technology,Router,9,228.3,2054.7,1619.28,0.15
2736,2024-08-12,CUST-032,North,Furniture,Table,10,298.56,2985.6,2144.7,0.0
3865,2024-08-12,CUST-009,West,Technology,Monitor,1,236.06,236.06,188.86,0.0
2588,2024-08-12,CUST-039,West,Furniture,Table,2,551.31,1102.62,855.88,0.0
1476,2024-08-12,CUST-035,East,Furniture,Desk,8,49.61,396.88,226.08,0.1
2741,2024-08-12,CUST-026,South,Furniture,Table,7,223.35,1563.45,889.77,0.05
1142,2024-08-12,CUST-048,North,Furniture,Bookcase,13,643.11,8360.43,6374.55,0.0
2438,2024-08-13,CUST-045,North,Technology,Router,9,572.05,5148.45,3777.84,0.0
3969,2024-08-14,CUST-020,East,Furniture,Bookcase,14,722.88,10120.32,8836.8,0.15
1606,2024-08-14,CUST-034,East,Technology,Monitor,7,443.6,3105.2,2146.27,0.0
3559,2024-08-14,CUST-059,East,Furniture,Table,3,775.53,2326.59,1419.57,0.1
1484,2024-08-14,CUST-026,South,Office,Paper,3,489.86,1469.58,1282.02,0.1
3458,2024-08-15,CUST-013,South,Office,Pens,10,265.76,2657.6,2121.1,0.05
1579,2024-08-15,CUST-039,West,Furniture,Bookcase,12,372.98,4475.76,2614.32,0.15
1668,2024-08-15,CUST-053,West,Technology,Router,15,488.19,7322.85,4253.4,0.0
3927,2024-08-15,CUST-026,South,Technology,Phone,11,679.35,7472.85,6264.28,0.1
1460,2024-08-15,CUST-007,North,Furniture,Chair,13,639.17,8309.21,4923.23,0.0
3340,2024-08-15,CUST-043,South,Office,Pens,7,226.99,1588.93,1169.07,0.0
1973,2024-08-15,CUST-023,West,Technology,Phone,1,494.36,494.36,305.66,0.1
3909,2024-08-15,CUST-002,North,Office,Stapler,13,286.32,3722.16,3013.79,0.0
1573,2024-08-16,CUST-005,South,Furniture,Bookcase,4,278.1,1112.4,720.12,0.1
2504,2024-08-16,CUST-010,North,Technology,Phone,7,143.4,1003.8,692.37,0.0
3491,2024-08-16,CUST-057,East,Furniture,Desk,3,714.62,2143.86,1260.42,0.2
2206,2024-08-17,CUST-008,North,Office,Stapler,8,301.95,2415.6,1970.32,0.15
3019,2024-08-17,CUST-021,North,Technology,Monitor,12,291.71,3500.52,2785.56,0.1
2132,2024-08-17,CUST-052,East,Technology,Phone,7,108.9,762.3,479.78,0.1
2720,2024-08-17,CUST-007,North,Furniture,Bookcase,3,112.47,337.41,217.92,0.05
1174,2024-08-17,CUST-020,East,Furniture,Chair,10,415.78,4157.8,2512.0,0.05
3870,2024-08-17,CUST-030,North,Furniture,Bookcase,7,724.41,5070.87,2959.25,0.1
2756,2024-08-17,CUST-032,North,Office,Stapler,6,614.91,3689.46,2951.94,0.05
2354,2024-08-18,CUST-004,South,Furniture,Desk,14,579.08,8107.12,6865.32,0.2
1252,2024-08-18,CUST-054,East,Technology,Monitor,5,148.43,742.15,492.0,0.15
1119,2024-08-18,CUST-052,East,Technology,Monitor,5,449.65,2248.25,1671.1,0.0
2646,2024-08-18,CUST-037,West,Office,Binders,4,216.95,867.8,610.16,0.0
3835,2024-08-18,CUST-043,South,Technology,Phone,5,473.22,2366.1,2099.0,0.0
3769,2024-08-18,CUST-059,East,Furniture,Bookcase,14,87.5,1225.0,712.46,0.2
2773,2024-08-19,CUST-004,South,Office,Stapler,10,142.03,1420.3,955.4,0.1
3850,2024-08-19,CUST-009,West,Technology,Router,2,90.85,181.7,121.82,0.0
3702,2024-08-19,CUST-018,South,Technology,Router,5,342.69,1713.45,1450.8,0.0
2975,2024-08-19,CUST-024,East,Technology,Laptop,11,149.2,1641.2,1266.98,0.1
3077,2024-08-20,CUST-052,East,Furniture,Desk,1,378.75,378.75,302.52,0.1
3356,2024-08-20,CUST-013,South,Office,Stapler,13,477.36,6205.68,4927.78,0.15
1047,2024-08-21,CUST-055,South,Furniture,Desk,4,656.94,2627.76,1868.6,0.0
3400,2024-08-21,CUST-003,East,Furniture,Bookcase,8,611.96,4895.68,3605.04,0.05
3809,2024-08-21,CUST-058,South,Furniture,Desk,9,256.84,2311.56,1414.44,0.2
3438,2024-08-21,CUST-025,East,Office,Paper,4,342.12,1368.48,1134.72,0.1
3451,2024-08-22,CUST-049,South,Furniture,Bookcase,14,701.3,9818.2,6041.14,0.2
3861,2024-08-22,CUST-012,North,Office,Binders,10,249.75,2497.5,1485.0,0.2
2393,2024-08-22,CUST-023,West,Furniture,Bookcase,5,763.04,3815.2,2793.5,0.15
3339,2024-08-22,CUST-015,North,Furniture,Bookcase,5,715.38,3576.9,3034.15,0.2
1709,2024-08-22,CUST-017,West,Office,Binders,2,530.77,1061.54,912.84,0.0
1001,2024-08-22,CUST-060,North,Office,Binders,11,272.94,3002.34,2458.61,0.0
1418,2024-08-22,CUST-045,North,Furniture,Chair,14,349.4,4891.6,2916.62,0.0
1665,2024-08-23,CUST-037,West,Furniture,Table,12,127.69,1532.28,1306.08,0.0
2227,2024-08-23,CUST-057,East,Technology,Router,4,737.56,2950.24,2282.2,0.15
1793,2024-08-24,CUST-049,South,Office,Pens,10,462.29,4622.9,2916.2,0.0
3401,2024-08-24,CUST-028,East,Office,Paper,12,79.49,953.88,713.28,0.0
2652,2024-08-24,CUST-037,West,Technology,Monitor,13,423.45,5504.85,3222.05,0.05
1749,2024-08-24,CUST-054,East,Furniture,Chair,4,769.26,3077.04,1796.96,0.15
1092,2024-08-24,CUST-028,East,Office,Pens,6,568.23,3409.38,2198.46,0.0
1716,2024-08-24,CUST-049,South,Furniture,Bookcase,1,617.38,617.38,511.99,0.1
1104,2024-08-25,CUST-011,North,Technology,Router,8,557.71,4461.68,3187.76,0.0
2984,2024-08-25,CUST-008,North,Office,Pens,9,100.04,900.36,693.27,0.05
2492,2024-08-25,CUST-019,West,Technology,Monitor,11,381.22,4193.42,3605.58,0.0
2721,2024-08-25,CUST-057,East,Technology,Phone,15,222.35,3335.25,2542.05,0.0
1722,2024-08-26,CUST-012,North,Technology,Phone,5,117.53,587.65,413.4,0.0
3664,2024-08-26,CUST-014,South,Furniture,Bookcase,1,398.32,398.32,298.68,0.0
3693,2024-08-26,CUST-043,South,Office,Binders,14,701.04,9814.56,7853.16,0.0
3761,2024-08-28,CUST-013,South,Furniture,Table,13,92.49,1202.37,687.31,0.15
3544,2024-08-28,CUST-033,East,Furniture,Chair,12,530.77,6369.24,3707.4,0.0
1706,2024-08-28,CUST-034,East,Furniture,Table,3,163.43,490.29,273.63,0.15
2242,2024-08-28,CUST-041,East,Office,Paper,4,191.23,764.92,475.04,0.2
3273,2024-08-29,CUST-004,South,Office,Binders,5,447.39,2236.95,1967.85,0.0
2658,2024-08-29,CUST-009,West,Technology,Phone,15,610.73,9160.95,7963.65,0.0
3936,2024-08-29,CUST-035,East,Technology,Phone,7,553.27,3872.89,2796.71,0.0
2051,2024-08-29,CUST-043,South,Office,Paper,7,755.67,5289.69,4250.19,0.0
1873,2024-08-30,CUST-015,North,Technology,Router,10,25.8,258.0,186.9,0.15
1452,2024-08-30,CUST-053,West,Furniture,Chair,10,462.9,4629.0,3250.7,0.0
1933,2024-08-30,CUST-027,South,Technology,Phone,4,627.6,2510.4,1667.28,0.0
1139,2024-08-30,CUST-017,West,Furniture,Bookcase,4,799.51,3198.04,2714.08,0.0
3599,2024-08-30,CUST-052,East,Furniture,Chair,11,256.49,2821.39,2098.03,0.0
2642,2024-08-30,CUST-032,North,Office,Stapler,6,612.73,3676.38,3284.7,0.2
1210,2024-08-31,CUST-011,North,Technology,Monitor,12,361.39,4336.68,3008.76,0.15
1161,2024-08-31,CUST-017,West,Technology,Laptop,11,695.83,7654.13,4562.91,0.0
3550,2024-08-31,CUST-021,North,Office,Paper,7,521.97,3653.79,2882.18,0.2
2439,2024-08-31,CUST-019,West,Office,Pens,9,112.9,1016.1,638.46,0.1
3519,2024-08-31,CUST-007,North,Technology,Monitor,1,316.27,316.27,198.18,0.05
1485,2024-08-31,CUST-041,East,Office,Paper,15,407.02,6105.3,4065.6,0.0
1125,2024-09-01,CUST-036,North,Office,Stapler,8,747.62,5980.96,5109.92,0.15
1211,2024-09-01,CUST-029,North,Office,Pens,13,603.86,7850.18,5551.0,0.1
2271,2024-09-02,CUST-025,East,Office,Binders,12,463.52,5562.24,3825.36,0.0
3886,2024-09-02,CUST-006,South,Office,Stapler,5,192.07,960.35,716.3,0.2
1089,2024-09-03,CUST-001,North,Office,Binders,2,208.26,416.52,288.34,0.1
2583,2024-09-03,CUST-056,East,Office,Paper,3,379.54,1138.62,668.94,0.0
3120,2024-09-03,CUST-033,East,Office,Pens,4,352.69,1410.76,1183.0,0.15
3394,2024-09-04,CUST-018,South,Office,Pens,12,334.9,4018.8,2298.96,0.0
3199,2024-09-04,CUST-058,South,Office,Paper,8,132.6,1060.8,610.24,0.0
3806,2024-09-04,CUST-057,East,Office,Pens,8,219.71,1757.68,1436.72,0.2
2533,2024-09-04,CUST-053,West,Office,Pens,6,152.92,917.52,688.38,0.05
2472,2024-09-05,CUST-055,South,Technology,Phone,8,132.43,1059.44,899.12,0.05
2619,2024-09-05,CUST-002,North,Furniture,Chair,13,129.66,1685.58,1462.11,0.2
3934,2024-09-05,CUST-012,North,Office,Pens,4,309.84,1239.36,703.04,0.05
2980,2024-09-05,CUST-049,South,Furniture,Desk,3,395.13,1185.39,718.44,0.2
1368,2024-09-05,CUST-026,South,Furniture,Bookcase,12,562.07,6744.84,4868.76,0.1
3529,2024-09-05,CUST-029,North,Technology,Router,14,664.54,9303.56,7965.3,0.1
3109,2024-09-05,CUST-059,East,Furniture,Chair,1,652.39,652.39,542.91,0.0
3607,2024-09-05,CUST-032,North,Office,Pens,3,472.07,1416.21,1055.67,0.1
2702,2024-09-06,CUST-039,West,Furniture,Table,6,229.96,1379.76,1162.62,0.0
2236,2024-09-07,CUST-013,South,Office,Stapler,12,311.92,3743.04,2844.12,0.15
2601,2024-09-07,CUST-010,North,Furniture,Desk,11,795.39,8749.29,5905.9,0.0
2871,2024-09-07,CUST-009,West,Furniture,Chair,15,44.09,661.35,497.4,0.05
2140,2024-09-08,CUST-006,South,Furniture,Bookcase,12,608.78,7305.36,4940.04,0.15
1800,2024-09-08,CUST-039,West,Office,Paper,9,105.27,947.43,672.57,0.0
3345,2024-09-08,CUST-035,East,Office,Binders,1,554.37,554.37,320.36,0.15
1940,2024-09-09,CUST-038,North,Furniture,Table,5,31.31,156.55,109.55,0.2
3707,2024-09-09,CUST-009,West,Office,Binders,1,678.96,678.96,559.03,0.0
3740,2024-09-09,CUST-046,South,Technology,Laptop,13,680.5,8846.5,6744.27,0.05
2314,2024-09-09,CUST-032,North,Office,Pens,12,65.01,780.12,534.24,0.05
2802,2024-09-09,CUST-051,West,Technology,Monitor,11,312.13,3433.43,1986.05,0.15
3372,2024-09-10,CUST-026,South,Office,Paper,5,143.87,719.35,632.2,0.2
2237,2024-09-10,CUST-059,East,Technology,Monitor,14,437.67,6127.38,5063.38,0.0
3968,2024-09-10,CUST-049,South,Furniture,Table,6,739.63,4437.78,3083.76,0.05
1587,2024-09-11,CUST-039,West,Furniture,Table,7,784.01,5488.07,4777.71,0.2
1423,2024-09-11,CUST-023,West,Furniture,Bookcase,13,129.07,1677.91,1085.5,0.0
3174,2024-09-11,CUST-059,East,Furniture,Table,9,485.46,4369.14,3618.72,0.15
2612,2024-09-11,CUST-028,East,Office,Paper,5,190.71,953.55,682.35,0.0
1732,2024-09-11,CUST-051,West,Office,Stapler,12,485.05,5820.6,3957.96,0.0
2841,2024-09-11,CUST-041,East,Technology,Laptop,6,590.89,3545.34,2609.16,0.05
3380,2024-09-11,CUST-045,North,Technology,Monitor,14,519.84,7277.76,4308.36,0.15
1759,2024-09-12,CUST-007,North,Technology,Router,6,141.76,850.56,546.72,0.1
3638,2024-09-12,CUST-041,East,Office,Paper,4,566.94,2267.76,1935.0,0.0
2208,2024-09-12,CUST-006,South,Office,Paper,12,195.99,2351.88,1861.2,0.0
2960,2024-09-12,CUST-006,South,Office,Paper,12,334.99,4019.88,3458.76,0.0
1459,2024-09-12,CUST-053,West,Technology,Laptop,7,686.59,4806.13,3578.54,0.1
2401,2024-09-12,CUST-028,East,Furniture,Table,3,311.16,933.48,550.41,0.15
1717,2024-09-12,CUST-051,West,Technology,Phone,4,341.15,1364.6,1018.24,0.05
1725,2024-09-13,CUST-018,South,Furniture,Chair,9,386.71,3480.39,2148.3,0.2
2784,2024-09-13,CUST-041,East,Furniture,Desk,14,361.05,5054.7,3561.46,0.15
3712,2024-09-13,CUST-004,South,Technology,Phone,13,125.99,1637.87,1204.84,0.1
3808,2024-09-14,CUST-003,East,Office,Stapler,8,171.13,1369.04,1015.52,0.15
3553,2024-09-14,CUST-011,North,Furniture,Desk,13,602.25,7829.25,6642.09,0.0
3641,2024-09-14,CUST-024,East,Furniture,Bookcase,6,242.33,1453.98,1228.92,0.0
3502,2024-09-14,CUST-050,North,Technology,Phone,10,282.74,2827.4,2469.3,0.0
2040,2024-09-14,CUST-033,East,Furniture,Table,11,441.16,4852.76,3008.83,0.05
2653,2024-09-14,CUST-004,South,Office,Pens,1,194.74,194.74,171.22,0.2
3171,2024-09-15,CUST-024,East,Furniture,Chair,11,508.37,5592.07,4185.06,0.2
3327,2024-09-15,CUST-024,East,Technology,Router,4,289.17,1156.68,655.96,0.2
3379,2024-09-16,CUST-042,East,Office,Stapler,1,782.7,782.7,541.58,0.0
3211,2024-09-16,CUST-018,South,Office,Stapler,13,741.48,9639.24,7506.98,0.0
2380,2024-09-17,CUST-017,West,Furniture,Table,11,724.85,7973.35,5501.76,0.0
3878,2024-09-17,CUST-024,East,Furniture,Chair,5,473.35,2366.75,1946.85,0.2
1136,2024-09-17,CUST-044,North,Technology,Router,15,474.86,7122.9,4496.4,0.15
3745,2024-09-17,CUST-033,East,Furniture,Chair,14,351.49,4920.86,4409.72,0.0
2316,2024-09-17,CUST-045,North,Office,Binders,5,492.24,2461.2,2167.05,0.0
2098,2024-09-18,CUST-052,East,Technology,Laptop,9,762.48,6862.32,4690.35,0.05
2855,2024-09-18,CUST-030,North,Office,Stapler,4,435.15,1740.6,1060.92,0.05
2986,2024-09-18,CUST-005,South,Office,Pens,15,232.24,3483.6,3120.6,0.05
